asset_id,locator_type,locator,format_hint
asset_9e2c2621d67dde1245da,url,https://www.war.gov/medialink/ufo/release_1/59_214434_sp_16_[7.18.1963].pdf,pdf
asset_9e677b86976853111ba1,url,https://www.war.gov/medialink/ufo/release_1/18_100754_ general 1946-7_vol_2.pdf,pdf
asset_9f269ad71cf402081379,dvids_video_id,1014102,media
asset_9f4bb9118bf4f43e1230,dvids_video_id,1007728,media
asset_a0ec63eff6d4d6439b91,url,https://www.war.gov/medialink/ufo/061226/release_03/documents/FBI-UAP-D022_Digital-Rendering_Incident-2-6_Western-US-Event_2023.jpg,jpg
asset_a0f6663169c21cafc087,url,https://www.war.gov/medialink/ufo/release_1/dow-uap-d42-range-fouler-debrief-japan-2023.pdf,pdf
asset_a14bb8678727f0c0649d,url,https://www.war.gov/medialink/ufo/061226/release_03/documents/FBI-UAP-D006_FD-1057-05_Northeastern-US_2024.pdf,pdf
asset_a26dca837c646e0716ba,dvids_video_id,1006159,media
asset_a33faf4c40674462e28d,url,https://www.war.gov/medialink/ufo/release_1/dow-uap-d61-mission-report-persian-gulf-august-2020.pdf,pdf
asset_a3558c198522fb81c06d,dvids_video_id,1007709,media
asset_a3672ccd47d5503a150d,url,https://www.war.gov/medialink/ufo/061226/release_03/documents/NASA-UAP-D022_Gemini-9-Debriefing_1966.pdf,pdf
asset_a3f68d208681dc64c875,url,https://www.war.gov/medialink/ufo/release_1/dow-uap-d52-email-correspondance-na-august-2024.pdf,pdf
asset_a417f61b2dbd671fae87,url,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b23.pdf,pdf
asset_a4f1672d4f893c759148,url,https://www.war.gov/medialink/ufo/061226/release_03/documents/DOW-UAP-D088_US-AirForce_Analysis-of-Flying-Objects-in-the-US_101-172.pdf,pdf
asset_a5464aaf1bf664c828a9,dvids_video_id,1007790,media
asset_a656bd6cde8fafbf9996,dvids_video_id,1007711,media
asset_a814dead4ae07667c59a,url,https://www.war.gov/medialink/ufo/061226/release_03/documents/FBI-UAP-D013_WA-UFO-Investigation_1952-1960.pdf,pdf
asset_a83dedef9d19fcb5879a,url,https://www.war.gov/medialink/ufo/061226/release_03/documents/DOW-UAP-D085_Transmission-of-CIA-Scientific-Advisory-Panel-Rept_1953.pdf,pdf
asset_a86f79c3de423c13befa,url,https://www.war.gov/medialink/ufo/061226/release_03/documents/FBI-UAP-D017_Digital-Rendering_Incident-2-2_Western-US-Event_2023.jpg,jpg
asset_a8ec637d35fd011e2f48,url,https://www.war.gov/medialink/ufo/061226/release_03/documents/CIA-UAP-015-Project_Blue_Book_Special_Report_No_14.pdf,pdf
asset_aa852359668905ee6cef,dvids_video_id,1014108,media
asset_aa89809b9e293f38a563,dvids_video_id,1014105,media
asset_aaafecbc47103f4b2460,url,https://www.war.gov/medialink/ufo/052226/release_02/documents/DOE-UAP-D001_PANTEX_Image.pdf,pdf
asset_ad454ca6f67e0f2d42ca,dvids_video_id,1010319,media
asset_ad63a61ed36f167c57d5,url,https://www.war.gov/medialink/ufo/061226/release_03/documents/CIA-UAP-013-Report_of_Unusual_Flying_Object_Sightings_and_Attendant_Scientific_Activity.pdf,pdf
asset_ad721de274bb7d6c1031,url,https://www.war.gov/medialink/ufo/release_1/65_hs1-834228961_62-hq-83894_section_8.pdf,pdf
asset_adf867b347d0d376ed84,url,https://www.war.gov/medialink/ufo/release_05/Aug_07/documents/FBI-UAP-D027_Digital-Rendering_Dark-Translucent-Triangle_2023.pdf,pdf
asset_aecd8054e65487a46d3d,dvids_video_id,1014097,media
asset_aef933642db8134afc0c,url,https://www.war.gov/medialink/ufo/release_1/dow-uap-d65-mission-report-persian-gulf-july-2020.pdf,pdf
asset_af047a976bac0c89d0a4,url,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b10.pdf,pdf
asset_af42a6774881c110f58a,url,https://www.war.gov/medialink/ufo/release_1/65_hs1-834228961_62-hq-83894_serial_438.pdf,pdf
asset_af99c90708cccde09b29,dvids_video_id,1007735,media
asset_b03309df6758ab151e37,url,https://www.war.gov/medialink/ufo/release_1/serial 5 redacted_redacted.pdf,pdf
asset_b0fa7140b0776b42a2a5,url,https://www.war.gov/medialink/ufo/071026/release_04/documents/DOW-UAP-D094_Analysis-of-Flying-Object-Incidents-in-the-US_1949.pdf,pdf
asset_b17d8e2a1dcefb6c0a6d,dvids_video_id,1007716,media
asset_b1c6f5c4a7fbeee1859d,url,https://www.war.gov/medialink/ufo/052226/release_02/documents/DOE-UAP-D003_Pajarito_Astronomers.pdf,pdf
asset_b21122b1b7b2d953ee91,url,https://www.war.gov/medialink/ufo/release_1/dow-uap-d5-mission-report-arabian-gulf-2020.pdf,pdf
asset_b246c782b16be1686fe7,url,https://www.war.gov/medialink/ufo/release_1/65_hs1-834228961_62-hq-83894_section_5.pdf,pdf
asset_b279eac8e49cf4fece98,url,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b6.pdf,pdf
asset_b359f0eeb1b82342fbb9,dvids_video_id,1006088,media
asset_b3cb1b38bffcb4eba8fb,url,https://www.war.gov/medialink/ufo/release_05/Aug_07/documents/FBI-UAP-D028_FD-302_Dark-Triangle-with-Lights_2011.pdf,pdf
asset_b4e78f02769e4b70fc1d,dvids_video_id,1007784,media
asset_b60b84a66715204a4506,url,https://www.war.gov/medialink/ufo/release_1/38_143685_box7_incident_summaries_1-100.pdf,pdf
asset_b63ef2ea86163e30a6ca,dvids_video_id,1017803,media
asset_b6fba2e0cdec0f09a339,dvids_video_id,1007723,media
asset_b77560f5f255a6618b11,url,https://www.war.gov/medialink/ufo/release_05/Aug_07/documents/DOW-UAP-D098_Film-Analysis-of-Unidentified-Objects_1953.pdf,pdf
asset_b7e6a8a9ac45903a0e40,dvids_video_id,1006063,media
asset_b869fd5353d5c853cda5,url,https://www.war.gov/medialink/ufo/061226/release_03/documents/DOW-UAP-D084_USArmy-Flying-Saucer-Study_1949.pdf,pdf
asset_b8b5b17a6d70ef3951ea,url,https://www.war.gov/medialink/ufo/release_1/dow-uap-d62-mission-report-strait-of-hormuz-september-2020.pdf,pdf
asset_ba30b5fdb4f6d15309d0,url,https://www.war.gov/medialink/ufo/release_1/fbi-photo-a2.png,png
asset_bb4a92ca76ebbda46f84,dvids_video_id,1014117,media
asset_bbc494426d526bdcfa51,url,https://www.war.gov/medialink/ufo/release_1/dow-uap-d74-mission-report-syria-november-2023.pdf,pdf
asset_bcb9232007cbebf4002a,url,https://www.war.gov/medialink/ufo/release_05/Aug_07/documents/FBI-UAP-D039_Digital-Rendering-2_Multiple-Red-Lights_2026.pdf,pdf
asset_bcf2e688dfbc220debbf,url,https://www.war.gov/medialink/ufo/release_1/65_hs1-834228961_62-hq-83894_section_1.pdf,pdf
asset_bd9411951868bc3e665a,url,https://www.war.gov/medialink/ufo/release_1/nasa-uap-vm2-apollo-12-1969.jpg,jpg
asset_bdf033d4a47eaad315e0,url,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b20.pdf,pdf
asset_be226374e719c7292938,url,https://www.war.gov/medialink/ufo/release_1/38_143685_box7_incident_summaries_173-233.pdf,pdf
asset_be533a4ab886eb11d70b,url,https://www.war.gov/medialink/ufo/release_1/usper-statement-redacted.pdf,pdf
asset_bf08008b8a1aa79e4c4d,url,https://www.war.gov/medialink/ufo/061226/release_03/documents/DoW-UAP-D082_Narrative-4_Western-US-Event.pdf,pdf
asset_bf64efe28f232d4f5c7e,dvids_video_id,1014101,media
asset_c142741e8cafc65997d6,url,https://www.war.gov/medialink/ufo/release_1/fbi-photo-a7.png,png
asset_c15f361f3711bbb64f03,dvids_video_id,1014112,media
asset_c1c59236394f7b144652,url,https://www.war.gov/medialink/ufo/release_1/dow-uap-d10-mission-report-middle-east-may-2022.pdf,pdf
asset_c2961d7ccb95ae459a8f,url,https://www.war.gov/medialink/ufo/release_1/dow-uap-d57-mission-report-gulf-of-aden-september-2020.pdf,pdf
asset_c2da7eaaedbf533aecc0,url,https://www.war.gov/medialink/ufo/061226/release_03/documents/DoW-UAP-D079_Narrative-1_Western-US-Event.pdf,pdf
asset_c304734c0435788709f0,url,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b21.pdf,pdf
asset_c373ebf77e63ad98924d,dvids_video_id,1007796,media
asset_c48c078b811c0fd7250d,url,https://www.war.gov/medialink/ufo/release_1/059uap00013.pdf,pdf
asset_c568aea24f3aef31d546,url,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b18.pdf,pdf
asset_c788c17e8cc322303867,url,https://www.war.gov/medialink/ufo/release_1/dow-uap-d35-mission-report-greece-october-2023.pdf,pdf
asset_c8d89f235e4879614862,url,https://www.war.gov/medialink/ufo/061226/release_03/documents/NASA-UAP-D018_Gemini-4_Experiment-Debriefing_1967.pdf,pdf
asset_c920c38ffb7d9e9c70b8,dvids_video_id,1010263,media
asset_c97bdc6e2ebaeae66aab,dvids_video_id,1017796,media
asset_c97db00a65aa4abe775e,url,https://www.war.gov/medialink/ufo/release_05/Aug_07/documents/FBI-UAP-D040_FD-302_Multiple-Red-Lights_2026.pdf,pdf
asset_cb59731fd6c0bff8fdd8,dvids_video_id,1007808,media
asset_cbb0859d18a9c5ee638d,dvids_video_id,1007778,media
asset_cbe3037af8974c9518b0,dvids_video_id,1017790,media
asset_cc33e8c352fc80ce309f,url,https://www.war.gov/medialink/ufo/release_1/dow-uap-d44-range-fouler-arabian-sea-october-2020.pdf,pdf
asset_ccb9a10f4d8b2c3d22b9,url,https://www.war.gov/medialink/ufo/061226/release_03/documents/DoW-UAP-D081_Narrative-3_Western-US-Event.pdf,pdf
asset_ccd932b4f40e8de71a73,url,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b7.pdf,pdf
asset_ce1c5ab4346245c3779b,dvids_video_id,1007788,media
asset_ce6997fe4412f46a5ca0,dvids_video_id,1007707,media
asset_ce9a5971eec321e85d61,url,https://www.war.gov/medialink/ufo/061226/release_03/documents/FBI-UAP-D007_FD-1057-06_Northeastern-US_2024.pdf,pdf
asset_cebee0155ce379250252,dvids_video_id,1007720,media
asset_cf19931bc3e5efda37dc,url,https://www.war.gov/medialink/ufo/061226/release_03/documents/FBI-UAP-D021_Digital-Rendering_Incident-1-3_Western-US-Event_2023.jpg,jpg
asset_d004ede8668351c2179a,dvids_video_id,1007795,media
asset_d14e0371a5bf0f5e1b8d,url,https://www.war.gov/medialink/ufo/release_1/nasa-uap-d4-apollo-11-technical-crew-debriefing-1969.pdf,pdf
asset_d1f561b646aaed40cfc2,url,https://www.war.gov/medialink/ufo/061226/release_03/documents/FBI-UAP-D019_Digital-Rendering_Incident-2-4_Western-US-Event_2023.jpg,jpg
asset_d33f29482d47785f502d,dvids_video_id,1007874,media
asset_d690556436face81cff7,dvids_video_id,1010272,media
asset_d7538e35ff11c7d33f49,url,https://www.war.gov/medialink/ufo/061226/release_03/documents/FBI-UAP-D011_DFBI-Correspondence-Referral_1949.pdf,pdf
asset_d7f72a4106a917f6399c,url,https://www.war.gov/medialink/ufo/061226/release_03/documents/DoW-UAP-D080_Narrative-2_Western-US-Event.pdf,pdf
asset_d8e5687dc870892d0b11,url,https://www.war.gov/medialink/ufo/release_1/dow-uap-d23-mission-report-united-arab-emirates-october-2023.pdf,pdf
asset_d9051a367ad0fcd3efa6,dvids_video_id,1017791,media
asset_d973d98ce1f1f8529f68,url,https://www.war.gov/medialink/ufo/release_05/Aug_07/documents/DOW-UAP-D101_IIR_Unresolved-UAP-Report-Gulf-of-Oman_2021.pdf,pdf
asset_d983745c9c3a47099a28,url,https://www.war.gov/medialink/ufo/061226/release_03/documents/FBI-UAP-D010_FD-302-71_Northeastern-Orb-Sighting_2026.pdf,pdf
asset_da4f5a66f5067e913836,dvids_video_id,1007791,media
asset_da533c72f476d84f88f9,url,https://www.war.gov/medialink/ufo/release_05/Aug_07/documents/DOW-UAP-D100_Air-Materiel-Command-Report-on-UFOs_1947-1948.pdf,pdf
asset_db390eba790bd5cd713d,url,https://www.war.gov/medialink/ufo/release_05/Aug_07/documents/FBI-UAP-D031_Digital-Rendering_Large-Triangle-with-Red-Lights_2023.jpg,jpg
asset_dbeab4ddae9393dae33a,dvids_video_id,1006067,media
asset_dc9f45a9ec6feb00256a,url,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b22.pdf,pdf
asset_dde0879e3bd76d2594e1,dvids_video_id,1007781,media
asset_def4ea363f675aed71b6,dvids_video_id,1007725,media
asset_df1c7dccaf35b1128577,dvids_video_id,1007872,media
asset_df252334c73a90198b01,url,https://www.war.gov/medialink/ufo/061226/release_03/documents/FBI-UAP-D012_Newark-Field-Office_1952-1967.pdf,pdf
asset_df43a479bc891969025b,url,https://www.war.gov/medialink/ufo/release_1/59_64634_711.5612[7-2852.pdf,pdf
asset_e137343c7dac5ccd8e49,dvids_video_id,1007715,media
asset_e1399422578d5d52b9d8,dvids_video_id,1007726,media
asset_e18cac08048b6c281196,url,https://www.war.gov/medialink/ufo/061226/release_03/documents/NASA-UAP-D021_Gemini-7-Technical-Debriefing_1965.pdf,pdf
asset_e2371ff7657d231eda08,url,https://www.war.gov/medialink/ufo/061226/release_03/documents/CIA-UAP-019-Australian_Dept_of_Defense_Scientific_and_Intel_Aspects_of_the_UFO_Problem.pdf,pdf
asset_e277f0b4d0fa62b9228a,url,https://www.war.gov/medialink/ufo/071026/release_04/documents/CIA-UAP-D021_Analysis-of-Unconventional-Aircraft-Sightings_1955.pdf,pdf
asset_e418f6fe8d2a45952db3,url,https://www.war.gov/medialink/ufo/061226/release_03/documents/FBI-UAP-D015_Digital-Rendering_Incident-1-2_Western-US-Event_2023.jpg,jpg
asset_e5ede8284877900c4da4,dvids_video_id,1006106,media
asset_e6d06ce60662cdcfb0cc,url,https://www.war.gov/medialink/ufo/061226/release_03/documents/NASA-UAP-D017_Preliminary-Gemini-4-Crew-Debriefing_Part2_1965.pdf,pdf
asset_e79fbbee6e2ab8cebd0b,dvids_video_id,1007800,media
asset_e7fea7724d1f2e54d386,dvids_video_id,1017795,media
asset_e897e67f95bc1e1b5537,url,https://www.war.gov/medialink/ufo/release_1/65_hs1-834228961_62-hq-83894_sub_a.pdf,pdf
asset_e9207923ce6dbb8c6d50,dvids_video_id,1017802,media
asset_e93f6997811954dc9abc,url,https://www.war.gov/medialink/ufo/release_1/serial-3_redacted.pdf,pdf
asset_ea029a05470b8f4e9695,url,"https://www.war.gov/medialink/ufo/release_1/dow-uap-d32-mission-report,-syria-october-2024.pdf",pdf
asset_ea18e274b06b352ee1be,url,https://www.war.gov/medialink/ufo/061226/release_03/documents/ICA-UAP-D001_Analysis_Colorado-Springs-UAP-Incident.pdf,pdf
asset_ea1e7c4a981bdd8b1ab2,url,https://www.war.gov/medialink/ufo/release_05/Aug_07/documents/EOP-UAP-D001_NASC-Inquiry-into-Bahia-Brazil-Incident_November-13-1963.pdf,pdf
asset_ea68acc35c1d0ec8b358,dvids_video_id,1014096,media
asset_eba5ecb031e70caf075f,dvids_video_id,1006107,media
asset_ed47f0c794967c399b6c,dvids_video_id,1017792,media
asset_ed585fe68e3c4e7e7fcb,url,https://www.war.gov/medialink/ufo/release_1/341_110677_numerical_file_5-2500.pdf,pdf
asset_eda0a3d37c6dbbc3391b,url,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b19.pdf,pdf
asset_ee2b678cee71dee48447,dvids_video_id,1017800,media
asset_ef6784c1c6ae90528f7b,dvids_video_id,1006093,media
asset_f06dcba3ff0f7714cd8f,dvids_video_id,1010264,media
asset_f113d1c72339c22c8488,dvids_video_id,1007713,media
asset_f14c52dafc50c6dc8c10,dvids_video_id,1007727,media
asset_f1c5ef7693321ab945c2,dvids_video_id,1006059,media
asset_f42c11ca158aeffcb1a9,url,https://www.war.gov/medialink/ufo/release_1/65_hs1-834228961_62-hq-83894_serial_449.pdf,pdf
asset_f667445a64dd8f98cc6b,dvids_video_id,1006111,media
asset_f6935b10dea56aa5d97a,url,https://www.war.gov/medialink/ufo/061226/release_03/documents/NASA-UAP-D020_Gemini-5-Technical-Debriefing_Part2_1965.pdf,pdf
asset_f6d9556247ebeb2dedb7,url,https://www.war.gov/medialink/ufo/release_1/dow-uap-d6-mission-report-arabian-gulf-2020.pdf,pdf
asset_f73953895630ccff9c39,dvids_video_id,1007777,media
asset_f779c13eb6ad055001a3,dvids_video_id,1006082,media
asset_f85532f0514320be51b2,url,https://www.war.gov/medialink/ufo/release_1/65_hs1-834228961_62-hq-83894_section_7.pdf,pdf
asset_f8bd1f11b7a2ae487f38,url,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b17.pdf,pdf
asset_f9b4db1e9dd87b9c2c7a,dvids_video_id,1007879,media
asset_fa24eb58219a8dff42b0,url,https://www.war.gov/medialink/ufo/release_1/65_hs1-834228961_62-hq-83894_serial_164.pdf,pdf
asset_fab845f51c10fdc07bbd,url,https://www.war.gov/medialink/ufo/071026/release_04/documents/FBI-UAP-D014_Correspondence-Relating-to-UFO-Sightings_1967_1974.pdf,pdf
asset_fad6007114b5eb63c9aa,url,https://www.war.gov/medialink/ufo/release_05/Aug_07/documents/DOW-UAP-D099_Intelligence-Review-of-Ghost-Rocket-Incidents_1947.pdf,pdf
asset_fb116547cbbf33d4f7b5,url,https://www.war.gov/medialink/ufo/061226/release_03/documents/FBI-UAP-D004_FD-1057-02_Northeastern-US_2024.pdf,pdf
asset_fb6689598a0f627ce90f,dvids_video_id,1010337,media
asset_fb919d953dce38d2f24c,dvids_video_id,1006087,media
asset_fc0449b783373e6a5dd2,dvids_video_id,1014114,media
asset_fc9cb08cad327063e528,url,https://www.war.gov/medialink/ufo/061226/release_03/documents/FBI-UAP-D023_Digital-Rendering_Incident-2-7_Western-US-Event_2023.jpg,jpg
asset_fd342b7508668b0e4400,url,https://www.war.gov/medialink/ufo/052226/release_02/documents/ODNI-UAP-D001_USPER_Narrative_Senior_USIC.pdf,pdf
asset_fd8286ffc6fbc1fb3532,url,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b9.pdf,pdf
asset_fd8bfb9481bcbdd3a066,url,https://www.war.gov/medialink/ufo/release_1/dow-uap-d3-mission-report-arabian-gulf-2020.pdf,pdf
asset_ff30c985595153f3dc0c,url,https://www.war.gov/medialink/ufo/release_1/059uap00011.pdf,pdf
